Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,October,Langfang City Water Treatment Project,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,02/01/2007,Water and sewerage,Treatment plant,Potable water and sewerage treatment plant,"Langfang City, Hebei Province, China",25,Local/Municipal,Not Available,,Not Available,,,2006,100,0,18.9,18.9,Cubic meters per day (in thousands),121,N/A,,,Direct negotiation,,"Ramatex Group (60% / Malaysia), Hyflux (41% / Singapore)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,May,Liaoyang City Recycled Water Supply,,Greenfield project,"Build, operate, and transfer",Active,02/01/2007,Water and sewerage,Treatment plant,Sewerage treatment plant,"Liaoyang City, Liaoning Province, China",30,Local/Municipal,Not Available,,Not Available,,,2006,100,0,9.7,9.7,Cubic meters per day (in thousands),30,N/A,,,Not Available,,"Ramatex Group (50% / Malaysia), Hyflux (50% / Singapore)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,November,Linyi Nanfang New District Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Linyi City, Shandong Province",25,Local/Municipal,Not Available,,Not Available,,,2006,Not Available,0,0,Not Available,Cubic meters per day (in thousands),80,N/A,,,Direct negotiation,,Chongqing Kangda Environmental Protection Co. Ltd. (.. / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,September,Liuzhou Water Services,,Management and lease contract,Lease contract,Active,02/01/2007,Water and sewerage,Treatment plant,Potable water treatment plant,"Liuzhou City, Guangxi Zhuang AR, China",30,Local/Municipal,Not Available,,Not Available,,,2006,51,7.53,0,7.53,Cubic meters per day (in thousands),455,N/A,,,Direct negotiation,,Veolia Environnement (51% / France),User fees,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,October,Lv Liang City Water Reservoir and Piping Network,,Greenfield project,"Build, own, and operate",Active,02/01/2007,Water and sewerage,Treatment plant,Potable water treatment plant,"Lv Liang City, Shanxi Province, China",Not Available,Local/Municipal,Not Available,,Not Available,,,2006,100,0,32.1,32.1,Cubic meters per day (in thousands),40,N/A,,,Direct negotiation,,Asia Water Technology (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,December,Ning Jin County Waste Water Plant,,Greenfield project,"Build, operate, and transfer",Active,02/01/2007,Water and sewerage,Treatment plant,Sewerage treatment plant,"Ning Jin County, Shandong Province, China",25,Local/Municipal,Not Available,,Not Available,,,2006,50,0,4.2,4.2,Cubic meters per day (in thousands),30,N/A,,,Not Available,,CNA Group (26% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,November,Pan'an Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Pan'an County, Zhejiang Province",30,Local/Municipal,Not Available,,Not Available,,,2006,100,0,3.44,3.44,Cubic meters per day (in thousands),15,N/A,,Not Available,Competitive bidding,Not Available,Zhejiang Zhongchang Environmental Protection Industrial Company Ltd (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,November,Shandong Linyi Nanfang New District Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Linyi City, Shandong Province",25,Local/Municipal,Not Available,,Not Available,,,2006,100,0,0,Not Available,Cubic meters per day (in thousands),80,N/A,,,Direct negotiation,,Chongqing Kangda Environmental Protection Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,December,Shandong Ningjin Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Ningjin County, Shandong Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2006,80,0,4.51694,4.51694,Cubic meters per day (in thousands),50,N/A,,,Direct negotiation,,Beijing Herocan Environmental Engineering Tech Co. Ltd (80% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,June,Shandong Wendeng Dashuipo Town Water Plant ,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Dashuipo Town, Wendeng City, Shandong Province",50,Local/Municipal,Not Available,,Not Available,,,2006,100,0,1.51,1.51,Cubic meters per day (in thousands),10,N/A,,,Not Available,,Weihai Dean Water Engineering Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,January,Suzhou Wastewater Treatment Facility,,Greenfield project,"Build, operate, and transfer",Active,02/01/2007,Water and sewerage,Treatment plant,Sewerage treatment plant,"Suzhou City, Jiangsu Province",27,Local/Municipal,Not Available,,Not Available,,,2006,100,0,62.7,62.7,Cubic meters per day (in thousands),150,N/A,,,Not Available,,Bio-Treat Technology Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,September,Suzhou Wastewater Treatment Plant,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Suzhou City, Anhui Province",28,Local/Municipal,Not Available,,Not Available,,,2006,100,10.04,0,10.04,Cubic meters per day (in thousands),80,N/A,,,Direct negotiation,,Chongqing Kangda Environmental Protection Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,October,Tianchang City Water Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Tianchang City, Anhui Province",30,Local/Municipal,Not Available,,Not Available,,,2006,100,0,10.79,10.79,Cubic meters per day (in thousands),100,N/A,,,Direct negotiation,,Long Quan Group (100% / Malaysia),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,October,Tianjin Muncipal Water Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,01/01/2007,Water and sewerage,Treatment plant,Sewerage treatment plant,"Wuqing District, Tianjin Municipality",20,Local/Municipal,Not Available,,Not Available,,,2006,100,0,2,2,Cubic meters per day (in thousands),20,N/A,,,Not Available,,China Water Group Inc. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,October,Tongliao Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Tongliao City, Inner Mongolia",25,Local/Municipal,Not Available,,Not Available,,,2006,77,3.76,12.55,16.31,Cubic meters per day (in thousands),100,N/A,,,Direct negotiation,,Beijing Sound Environment Industry Group (77% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,July,Wuhan City Waste Water Treatment Facility,,Brownfield,"Rehabilitate, operate, and transfer",Active,02/01/2007,Water and sewerage,Treatment plant,Sewerage treatment plant,"Wuhan City, Hubei Province, China",29,Local/Municipal,Not Available,,Not Available,,,2006,100,0,0,Not Available,Cubic meters per day (in thousands),Not Available,N/A,,,Not Available,,Bio-Treat Technology Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,August,Xiangfan Xiangcheng Guanyinge Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Xiangfan City, Hubei Province",25,Local/Municipal,Not Available,,Not Available,,,2006,100,0,12.55,12.55,Cubic meters per day (in thousands),100,N/A,,Not Available,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,January,"Xinyu Water Affairs Group Co., Ltd. ",,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Water Utility,Water utility without sewerage,"Xinyu City, Jiangxi Province",30,Local/Municipal,Not Available,,Not Available,,,2006,80,12.55,0,12.55,Population (in thousands),500,N/A,,Not Available,Competitive bidding,Not Available,"China Water Affairs Group Ltd (80% / Hong Kong, China)",User fees,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,September,Zhangzhu Town Waste Water Treatment Plant,,Management and lease contract,Lease contract,Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Zhangzhu Town, Yixing City, Jiangsu Province, China",25,Local/Municipal,Not Available,,Not Available,,,2006,100,2,0,2,Cubic meters per day (in thousands),10,N/A,,,Direct negotiation,,Asia Environment Holdings Ltd (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,March,Zhejiang Lishui Yunhe Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yunhe County, Lishui City, Zhejiang Province",27,Local/Municipal,Not Available,,Not Available,,,2006,100,0,0,Not Available,Cubic meters per day (in thousands),30,N/A,,,Direct negotiation,,Hans Technologies (100% / United States),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2006,January,Zhutang Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Dongguan City, Guangdong Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2006,100,0,6.77415,6.77415,Cubic meters per day (in thousands),40,N/A,,Not Available,Competitive bidding,Not Available,Zhongyi (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2007,April,Anhui Wuhe Wastewater Treatment Plant,..,Greenfield project,"Build, operate, and transfer",Active,04/01/2009,Water and sewerage,Treatment plant,Sewerage treatment plant,"Wuhe County, Anhui Province",Not Available,Local/Municipal,Not Applicable,,Not Available,,,2007,100,0,3.9159,3.9159,Cubic meters per day (in thousands),25,N/A,,Not Available,Competitive bidding,Not Available,Huaqi (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2007,October,Baotou City Wanshuiquan District Wastewater Treatment Project,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Baotou City, Inner Mongolia Autonomous Region",30,Local/Municipal,Not Available,,Not Available,,,2007,100,0,52.63,52.63,Cubic meters per day (in thousands),200,N/A,,,Direct negotiation,,Dalian Dongda Environmental Engineering Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2007,August,Beijing No. 10 Water Plant A,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,Beijing Municipality,23,State/Provincial,Not Available,,Not Available,,,2007,50,0,197.37,197.37,Cubic meters per day (in thousands),500,N/A,,Not Available,Competitive bidding,Not Available,Golden State Environment (50% / United States),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2007,April,Binzhou City Nanhai Water Supply Project,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Binzhou City, Shandong Province",30,Local/Municipal,Not Available,,Not Available,,,2007,60,0,9.47,9.47,Cubic meters per day (in thousands),50,N/A,,,Direct negotiation,,George Malaysia Berhad (60% / Malaysia),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2007,October,China Water Affairs Investment Co. Ltd,,Divestiture,Partial,Active,,Water and sewerage,Treatment plant,Potable water and sewerage treatment plant,Beijing Municipality,Not Available,Not Available,Not Available,,Not Available,,,2007,19.4,23.03,0,23.03,Cubic meters per day (in thousands),3300,N/A,,Not Available,Competitive bidding,Not Available,"China Water Affairs Group Ltd (20% / Hong Kong, China)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2007,July,Daming County Wastewater Treatment Plant Phase I,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Daming County, Hebei Province",30,Local/Municipal,Not Available,,Not Available,,,2007,100,0,6.26,6.26,Cubic meters per day (in thousands),20,N/A,,Not Available,Competitive bidding,Not Available,Golden State Environment (100% / United States),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2007,November,Danzhou City Water Distribution Network Project,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Water Utility,Water utility without sewerage,"Danzhou City, Hainan Province",30,Local/Municipal,Not Available,,Not Available,,,2007,100,4.47,0,4.47,Population (in thousands),210,N/A,,Not Available,Competitive bidding,Not Available,"China Water Industry Group Limited (100% / Hong Kong, China)",User fees,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2007,October,Dezhou City Xiajin Water Supply Project,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Xiajin County, Dezhou City, Shandong Province",28,Local/Municipal,Not Available,,Not Available,,,2007,100,0,13.47,13.47,Cubic meters per day (in thousands),104,N/A,,Not Available,Competitive bidding,Not Available,Hyflux (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
